ID,Origin,Destination,Dist,CurrentTime,ShortName,Stopped,Route,TimeRange,WestUrl,EastUrl,nDist,nTime
96,4,22,36.7 miles,45 min,BF_DR,Stopped,I-80 W/I-94 W and I-94 W,42 - 52 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6112525,-87.5701592,15419m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5785843!2d41.640643!3s0x880e20d8ae494f1f:0xe04c790bc9eb5adc!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!2m1!2b1!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.5888464,-87.57554,4582m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5793723!2d41.5800929!3s0x880e202b4cdd58ef:0x58cdd8f8f9d7d05f!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!2b1!3e0",36.7,45
83,4,22,23.5 miles,33 min,Sky,Stopped,I-90 W,32 - 40 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6016968,-87.3380993,1145m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.3403514!2d41.6053876!3s0x8811c255fdb97b6b:0x5e950d89c8176c7b!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.7550858,-87.6168935,13030m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5532413!2d41.7265145!3s0x880e27e5a2b43e47:0xc45ff94d46ed2fac!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",23.5,33
85,4,23,15.5 miles,40 min,LS,Stopped,Indianapolis Blvd and US-41 N,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.7226908,-87.5409758,3855m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5391208!2d41.7260443!3s0x880e27f87c7c1767:0x7dfc6905b4f90c04!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!2m1!2b1!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6967526,-87.7026546,25917m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5393965!2d41.7264324!3s0x8811d80788acf85d:0x1434698a4e1536df!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!2b1!3e0",15.5,40
39,4,23,20.4 miles,39 min,BF_DR,Stopped,I-94 W,35 - 46 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6820147,-87.5234255,10871m/data=!3m1!1e3!4m31!4m30!1m20!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5933416!2d41.7013604!3s0x880e265be9a7d19d:0xc8bdca6536a274c9!3m4!1m2!1d-87.5989645!2d41.6911087!3s0x880e26f4b2808481:0x9b3e8c89cc2c6bac!3m4!1m2!1d-87.5964077!2d41.6687035!3s0x880e26c723dda8bf:0x5f993ad976201c08!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!2m1!2b1!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6206977,-87.5602565,18340m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5804783!2d41.6592257!3s0x880e26d5c7f5371f:0x13ff10391971e264!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!2b1!3e0",20.4,39
138,4,23,16.0 miles,30 min,Sky,Stopped,I-90 W,28 - 36 min,"https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.5739042,-87.5425192,41518m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5160776!2d41.6574089!3s0x8811d8cbc118247f:0x84828c4ea6bfcc93!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6369571,-87.4847999,18424m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5199524!2d41.6683165!3s0x8811d8bf43966913:0x6b98833cdc1c4d67!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",16,30
140,4,24,48.5 miles,1 h 4 min,Sky,Stopped,I-65 N and I-90 W,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6577976,-87.5817707,10922m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5192155!2d41.6654932!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6932145,-87.5092535,18357m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5447397!2d41.7191747!3s0x880e27f40ebc2963:0x479a24d576f09658!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",48.5,64
158,4,24,41.7 miles,1 h,BF_DR,Stopped,I-94 W,56 min - 1 h 9 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.5567292,-87.580194,1149m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5836742!2d41.5563297!3s0x880e1f0b70af4f9b:0x55c8c29d6dbd448c!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.5654847,-87.6538651,21853m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5784053!2d41.641722!3s0x880e20d8b1a1759d:0x62e8e03b856cf4ca!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",41.7,60
123,4,24,36.4 miles,1 h 31 min,LS,Stopped,Indianapolis Blvd,1 h 19 min - 1 h 49 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6707631,-87.5044334,9172m/data=!3m1!1e3!4m26!4m25!1m15!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5417332!2d41.7276517!3s0x880e27f8fa97f937:0xeeef6d39d159c414!3m4!1m2!1d-87.5190215!2d41.6976081!3s0x8811d85e22d4a6b7:0x954b9993e6a02f35!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!2m1!2b1!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6921636,-87.6345218,61718m/am=t/data=!3m1!1e3!4m29!4m28!1m20!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.470077!2d41.4071364!3s0x8811fcae26edb9b5:0x6aca277d1c3ad35c!3m4!1m2!1d-87.4927318!2d41.6757601!3s0x8811d9184e8f5683:0x1a521db86077e1f4!3m4!1m2!1d-87.5477733!2d41.7519593!3s0x880e2819ab041ce9:0xfb2c0386a5b81126!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",36.4,91
62,4,25,57.0 miles,1 h 24 min,LS,Stopped,I-65 N,NA,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/41.3183176,-87.0270319/@41.250981,-86.9874747,30871m/data=!3m1!1e3!4m16!4m15!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5416755!2d41.727622!3s0x880e27f8fa97f937:0xeeef6d39d159c414!1m0!2m1!2b1!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6627737,-87.5002945,12995m/data=!3m1!1e3!4m26!4m25!1m15!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.5186211!2d41.6974946!3s0x8811d85e4764f5eb:0xe931482e497914c1!3m4!1m2!1d-87.5352804!2d41.7161762!3s0x8811d80b78216a4f:0x70edc2a0c6919134!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!2b1!3e0",57,84
113,4,25,62.5 miles,1 h 11 min,BF_DR,Stopped,I-94 W,1 h 7 min - 1 h 20 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.3893202,-87.5203613,43690m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.4688971!2d41.304002!3s0x8811fecfc0cb7813:0xfc15b0a87df63add!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!2m1!2b1!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.5592644,-87.4427935,73899m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.4649775!2d41.2900123!3s0x8811ff2bb9e3b683:0x67e7005f858779f0!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!2m1!2b1!3e0",62.5,71
99,4,25,57.9 miles,1 h 47 min,Sky,Stopped,IN-49 N and I-90 W,1 h 6 min - 1 h 21 min,"https://www.google.com/maps/dir/5527+S+Kimbark+Ave,+Chicago,+IL+60637/199+E+Indiana+Ave,+Kouts,+IN+46347/@41.6635793,-87.4881355,12991m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3m4!1m2!1d-87.5193942!2d41.6659992!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3e0","https://www.google.com/maps/dir/199+E+Indiana+Ave,+Kouts,+IN+46347/5527+S+Kimbark+Ave,+Chicago,+IL+60637/@41.6562563,-87.5366228,6524m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811867e866ea59f:0x18dd56f7f4a462dd!2m2!1d-87.0246114!2d41.3183005!3m4!1m2!1d-87.5187523!2d41.6649269!3s0x8811d8c7ebe6a1ff:0xb06e5add47ac9775!1m5!1m1!1s0x880e2914a3cdd94d:0x8367567039a0c5e1!2m2!1d-87.594302!2d41.794155!3e0",57.9,107
67,4,26,37.3 miles,1 h 2 min,LS,Stopped,I-94 W,NA,"https://www.google.com/maps/dir/41.794184,-87.5949024/41.5881995,-87.1836656/@41.6520349,-87.5010196,12.25z/data=!4m11!4m10!1m5!3m4!1m2!1d-87.5352866!2d41.7207119!3s0x8811d80948872e19:0xf7ef121c182526cc!1m0!2m1!2b1!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/41.794184,-87.5949024/@41.6935402,-87.5110957,12.5z/data=!4m11!4m10!1m5!3m4!1m2!1d-87.5088907!2d41.6882688!3s0x8811d8fa19fc29e1:0x651f94f9d38b2d56!1m0!2m1!2b1!3e0",37.3,62
8,4,26,41.9 miles,51 min,BF_DR,Stopped,I-94 W,47 - 59 min,"https://www.google.com/maps/dir/41.794184,-87.5949024/41.5881995,-87.1836656/@41.6074952,-87.5708742,12.5z/data=!4m11!4m10!1m5!3m4!1m2!1d-87.5788698!2d41.5793682!3s0x880e202b1cd1c9f3:0x3893de4e8591ce88!1m0!2m1!2b1!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/41.794184,-87.5949024/@41.6159826,-87.536673,12.75z/data=!4m11!4m10!1m5!3m4!1m2!1d-87.5784171!2d41.5795383!3s0x880e202ba577a13b:0xc5a926f271cd57ce!1m0!2m1!2b1!3e0",41.9,51
160,4,26,32.8 miles,1 h 17 min,Sky,Stopped,I-90 W,40 - 50 min,"https://www.google.com/maps/dir/41.794184,-87.5949024/41.5881995,-87.1836656/@41.6743649,-87.5661762,12.25z/data=!4m9!4m8!1m5!3m4!1m2!1d-87.5193842!2d41.6659709!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m0!3e0","https://www.google.com/maps/dir/41.5881995,-87.1836656/41.794184,-87.5949024/@41.6800462,-87.5211549,12.25z/data=!4m9!4m8!1m5!3m4!1m2!1d-87.5202163!2d41.6690629!3s0x8811d8bf43966913:0x6b98833cdc1c4d67!1m0!3e0",32.8,77
133,5,20,13.5 miles,27 min,Sky,Stopped,S Torrence Ave,NA,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/41.658386,+-87.559140/@41.7119279,-87.6121603,7700m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5596408!2d41.7057511!3s0x880e27bd5738ec01:0xe75a34964be440aa!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/Sherman+Dr,+Chicago,+IL+60609/@41.7142636,-87.5749106,3851m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5608631!2d41.72791!3s0x880e27dd0bb5b0dd:0x2e29040134616ed!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",13.5,27
151,5,20,14.1 miles,20 min,BF_DR,Stopped,I-94 W,19 - 27 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/41.658386,+-87.559140/@41.6855303,-87.601382,18316m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5751658!2d41.6591962!3s0x880e272b92d5d5cf:0x4735572d50825157!1m5!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3e0","https://www.google.com/maps/dir/41.658386,+-87.559140/Sherman+Dr,+Chicago,+IL+60609/@41.6628192,-87.5889295,3257m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x0:0x0!2m2!1d-87.55914!2d41.658386!3m4!1m2!1d-87.5808826!2d41.65923!3s0x880e26d5c7f5371f:0x13ff10391971e264!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",14.1,20
58,5,21,27.6 miles,39 min,Sky,Stopped,I-90 W,NA,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.6555091,-87.6031892,25890m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5192623!2d41.6656257!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/Sherman+Dr,+Chicago,+IL+60609/@41.7356419,-87.5640367,2721m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5228929!2d41.7011241!3s0x8811d866e42f9281:0x9d6a5eeaaaf7a85b!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",27.6,39
64,5,21,31.6 miles,38 min,BF_DR,Stopped,I-80 W/I-94 W and I-94 W,36 - 45 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/@41.642086,-87.5417491,10904m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5785879!2d41.6410608!3s0x880e20d8ae494f1f:0xe04c790bc9eb5adc!1m5!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3e0","https://www.google.com/maps/dir/Gleason+Park,+3400+Jefferson+Street,+Gary,+IN+46406/Sherman+Dr,+Chicago,+IL+60609/@41.6290622,-87.5528041,10955m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811e9d33a4155a9:0xd2b45f5dbe15a037!2m2!1d-87.3406427!2d41.5638849!3m4!1m2!1d-87.5784018!2d41.6406435!3s0x880e20d8b1a1759d:0x62e8e03b856cf4ca!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",31.6,38
33,5,22,36.4 miles,42 min,BF_DR,Stopped,I-80 W/I-94 W and I-94 W,40 - 50 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.5638943,-87.6484955,25891m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5818546!2d41.5812292!3s0x880e21d37e442af7:0xa90a8233768ff7ce!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!2m1!2b1!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/Sherman+Dr,+Chicago,+IL+60609/@41.5777083,-87.5782462,2237m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5645007!2d41.5780791!3s0x880e201efdf7734d:0x792b10e301a08bde!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!2m1!2b1!3e0",36.4,42
129,5,22,25.5 miles,32 min,Sky,Stopped,I-90 W,30 - 40 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/598+E+Dunes+Hwy,+Gary,+IN+46402/@41.6385849,-87.5793085,12971m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5198657!2d41.6673344!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3e0","https://www.google.com/maps/dir/598+E+Dunes+Hwy,+Gary,+IN+46402/Sherman+Dr,+Chicago,+IL+60609/@41.6582568,-87.5324387,5475m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811c24fc629e9c3:0xf804ea068e5e7b8c!2m2!1d-87.329723!2d41.6020873!3m4!1m2!1d-87.5191583!2d41.6660734!3s0x8811d8c7ebe6a1ff:0xb06e5add47ac9775!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",25.5,32
116,5,23,20.1 miles,36 min,BF_DR,Stopped,I-94 W,33 - 44 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6316693,-87.5654879,7702m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5321909!2d41.6385005!3s0x8811df5c6e568d33:0x5ef39bad60a63fa1!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!2m1!2b1!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/Sherman+Dr,+Chicago,+IL+60609/@41.6242355,-87.5333878,10956m/data=!3m1!1e3!4m21!4m20!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5272086!2d41.6346429!3s0x8811df5c6e568d33:0x5ef39bad60a63fa0!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!2m1!2b1!3e0",20.1,36
103,5,23,18.0 miles,29 min,Sky,Stopped,I-90 W,27 - 36 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/899+E+Chicago+Ave,+East+Chicago,+IN+46312/@41.6412359,-87.5477879,10906m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5187557!2d41.6641573!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3e0","https://www.google.com/maps/dir/899+E+Chicago+Ave,+East+Chicago,+IN+46312/Sherman+Dr,+Chicago,+IL+60609/@41.6461121,-87.5133958,5471m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811de9e69995165:0xc148f9a2c0dc6d25!2m2!1d-87.4617361!2d41.6292353!3m4!1m2!1d-87.5187028!2d41.6647871!3s0x8811d8c7ebe6a1ff:0xb06e5add47ac9775!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",18,29
21,5,24,50.5 miles,1 h 2 min,Sky,Stopped,I-65 N and I-90 W,NA,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.6277239,-87.4745655,43663m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5188337!2d41.6643866!3s0x8811d8c7efa45113:0x65455df9652b3d6!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/Sherman+Dr,+Chicago,+IL+60609/@41.6906988,-87.5572929,9169m/am=t/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5235662!2d41.7019949!3s0x8811d86668b1bbc9:0x55e44159c616d0b5!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",50.5,62
37,5,24,41.4 miles,58 min,BF_DR,Stopped,I-94 W,55 min - 1 h 8 min,"https://www.google.com/maps/dir/Sherman+Dr,+Chicago,+IL+60609/14500+Morse+St,+Cedar+Lake,+IN+46303/@41.5112788,-87.5182244,29967m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3m4!1m2!1d-87.5837078!2d41.5632573!3s0x880e1f76a94c0da9:0x91e52f09add247ad!1m5!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3e0","https://www.google.com/maps/dir/14500+Morse+St,+Cedar+Lake,+IN+46303/Sherman+Dr,+Chicago,+IL+60609/@41.5912086,-87.5790608,19005m/data=!3m1!1e3!4m19!4m18!1m10!1m1!1s0x8811fbb4df27c617:0x9c37d3a830923b1c!2m2!1d-87.4218064!2d41.3551184!3m4!1m2!1d-87.5789329!2d41.6130252!3s0x880e2055347256cf:0x7b0cfc494abf501f!1m5!1m1!1s0x880e2e8ab2543987:0xfdcf1ab06595c032!2m2!1d-87.6555058!2d41.7967232!3e0",41.4,58
